customer_id,age_bucket,gender,city,purchase_history_orders,aov_value_rupees,review_sentiment,loyalty_score,uses_coupons,peak_buy_month_span,seasonal_trend,conversion_rate_bucket,online_preference_1_online_0_offline,payment_1_cod_0_upi,top3_apparel_types,major_products_bought_together,discount_clicks,return_ratio,persona
726,46-60,M,Mumbai,8,3817,moderate,1,1,May-Jun,New Year,<10,1,1,"athleisure,ethnic,innerwear",,0.0,5,sports buyer
727,16-24,M,Mumbai,8,743,good,1,0,Sep-Oct,New Year,30-50,1,1,"shirts,pants,belts",,0.0,31,sports buyer
728,35-46,F,Mumbai,6,1005,good,0,0,Jul-Aug,Spring,30-50,1,1,"athleisure,ethnic,shirts",athleisure and shirt,0.0,45,formals buyer
729,16-24,F,Mumbai,14,921,moderate,0,0,Nov-Dec,Winter,30-50,1,0,"ethnic,athleisure,shirts",,0.0,19,sports buyer
730,16-24,F,Delhi,3,3891,good,1,1,Jan-Feb,Spring,>50,0,1,"ethnic,pants,polo",shirt and pants,0.0,47,formals buyer
731,16-24,M,Delhi,10,3658,good,0,0,Jul-Aug,Diwali,>50,1,0,"ethnic,pants,belts",pants and belt,0.0,14,formals buyer
732,46-60,F,Delhi,3,2764,moderate,1,0,Nov-Dec,Spring,10-30,1,1,"ethnic,shirts,belts",pants and belt,0.0,49,formals buyer
733,35-46,M,Mumbai,12,3849,good,1,0,Jul-Aug,Diwali,10-30,0,0,"pants,shirts,ethnic",shirt and pants,0.0,17,formals buyer
734,25-34,M,Hyderabad,17,2372,good,1,0,May-Jun,Spring,<10,1,0,"shirts,belts,ethnic",shirt and pants,0.0,28,formals buyer
735,25-34,M,Hyderabad,5,3556,good,0,0,Jan-Feb,Spring,>50,0,0,"athleisure,polo,ethnic",shirt and pants,0.0,13,formals buyer
736,46-60,F,Hyderabad,20,1692,good,1,0,Jul-Aug,New Year,>50,1,0,"polo,pants,belts",shirt and polo,0.0,13,formals buyer
737,25-34,M,Hyderabad,9,829,bad,0,1,May-Jun,Diwali,10-30,1,0,"belts,polo,athleisure",athleisure and shirt,0.0,4,formals buyer
738,46-60,M,Delhi,20,1149,good,0,0,Jan-Feb,Spring,30-50,1,0,"pants,ethnic,innerwear",ethnic and innerwear,0.0,18,ethnic desi
739,25-34,M,Hyderabad,7,1964,good,0,0,Mar-Apr,Spring,>50,0,1,"pants,belts,polo",pants and belt,0.0,31,formals buyer
740,25-34,M,Mumbai,4,890,good,1,1,May-Jun,New Year,<10,1,1,"ethnic,athleisure,polo",shirt and polo,0.0,44,formals buyer
741,25-34,F,Mumbai,13,2019,moderate,1,1,Sep-Oct,Diwali,10-30,1,0,"shirts,belts,pants",2 or more shirts,0.0,3,formals buyer
742,25-34,F,Mumbai,13,880,good,1,0,Jan-Feb,Spring,30-50,0,1,"ethnic,innerwear,belts",,0.0,10,sports buyer
743,35-46,F,Mumbai,10,3877,moderate,0,0,Jul-Aug,Diwali,10-30,1,1,"ethnic,belts,pants",2 or more polo,0.0,10,sports buyer
744,25-34,M,Mumbai,18,1241,good,1,1,Nov-Dec,Diwali,10-30,1,0,"innerwear,polo,ethnic",ethnic and innerwear,0.0,48,ethnic desi
745,16-24,M,Delhi,17,2510,good,0,0,Jul-Aug,Diwali,10-30,1,1,"polo,pants,athleisure",athleisure and shirt,0.0,19,formals buyer
746,46-60,M,Hyderabad,20,1319,good,0,1,Sep-Oct,Diwali,10-30,1,0,"innerwear,polo,pants",,0.0,4,sports buyer
747,25-34,M,Delhi,20,1172,bad,0,0,Sep-Oct,Spring,>50,1,1,"shirts,ethnic,athleisure",athleisure and shirt,0.0,2,formals buyer
748,25-34,M,Mumbai,13,3060,bad,0,0,Jul-Aug,Winter,10-30,1,0,"pants,polo,ethnic",2 or more pants,0.0,10,formals buyer
749,46-60,F,Hyderabad,17,2271,good,1,0,Nov-Dec,Spring,>50,0,0,"shirts,innerwear,athleisure",,0.0,55,sports buyer
750,35-46,M,Delhi,4,3496,moderate,1,1,Jan-Feb,Diwali,>50,0,0,"pants,polo,shirts",2 or more pants,0.0,12,formals buyer
751,16-24,M,Mumbai,1,1711,bad,1,0,May-Jun,Spring,<10,1,1,"ethnic,innerwear,polo",,0.0,23,sports buyer
752,46-60,M,Delhi,1,1429,good,0,1,Sep-Oct,New Year,30-50,0,0,"innerwear,pants,polo",2 or more polo,0.0,28,sports buyer
753,35-46,M,Mumbai,15,2039,bad,1,0,Sep-Oct,Diwali,10-30,1,0,"shirts,belts,ethnic",ethnic and innerwear,0.0,11,ethnic desi
754,25-34,M,Mumbai,13,1412,good,1,0,Sep-Oct,Winter,10-30,1,0,"polo,pants,belts",pants and belt,0.0,54,formals buyer
755,16-24,F,Hyderabad,17,1143,bad,0,0,Nov-Dec,New Year,<10,1,0,"shirts,polo,ethnic",shirt and polo,0.0,47,formals buyer
756,35-46,F,Mumbai,8,926,moderate,1,1,Mar-Apr,Winter,<10,1,1,"shirts,pants,innerwear",,0.0,26,sports buyer
757,35-46,F,Delhi,18,1001,bad,0,0,Nov-Dec,New Year,30-50,0,0,"shirts,polo,pants",,0.0,34,sports buyer
758,25-34,M,Hyderabad,13,1229,moderate,0,0,Jan-Feb,Spring,30-50,1,0,"ethnic,pants,belts",,0.0,27,sports buyer
759,46-60,M,Delhi,14,1783,good,1,1,Jan-Feb,Diwali,>50,1,1,"shirts,innerwear,belts",pants and belt,0.0,39,formals buyer
760,35-46,M,Mumbai,8,2618,bad,1,0,Jan-Feb,New Year,30-50,1,0,"polo,shirts,innerwear",,0.0,7,sports buyer
761,16-24,M,Mumbai,8,3025,good,1,0,Jan-Feb,Diwali,30-50,1,0,"polo,pants,ethnic",shirt and pants,0.0,34,formals buyer
762,25-34,F,Mumbai,15,3749,good,0,0,Jan-Feb,Winter,30-50,1,0,"belts,shirts,pants",,0.0,21,sports buyer
763,16-24,M,Delhi,13,956,moderate,0,0,Jul-Aug,Spring,10-30,1,1,"polo,athleisure,pants",shirt and pants,0.0,31,formals buyer
764,35-46,M,Delhi,7,2736,moderate,0,0,Sep-Oct,Winter,<10,1,0,"shirts,polo,belts",,0.0,20,sports buyer
765,16-24,M,Mumbai,5,790,bad,0,1,Nov-Dec,Spring,10-30,0,0,"athleisure,shirts,pants",pants and belt,0.0,29,formals buyer
766,25-34,M,Hyderabad,17,1419,good,0,0,Jul-Aug,Winter,10-30,1,0,"pants,innerwear,polo",2 or more polo,0.0,85,sports buyer
767,35-46,F,Delhi,16,2839,moderate,1,0,Nov-Dec,Diwali,30-50,1,0,"belts,ethnic,polo",,0.0,9,sports buyer
768,46-60,M,Mumbai,2,2469,moderate,1,1,Mar-Apr,New Year,>50,1,0,"innerwear,pants,polo",,0.0,0,sports buyer
769,25-34,M,Delhi,18,1255,good,0,0,May-Jun,Spring,30-50,0,0,"athleisure,pants,innerwear",,0.0,30,sports buyer
770,46-60,M,Delhi,17,2158,good,1,0,Sep-Oct,Spring,10-30,1,0,"innerwear,belts,pants",,0.0,35,sports buyer
771,16-24,M,Mumbai,7,2334,good,1,0,Mar-Apr,Spring,>50,0,1,"ethnic,polo,athleisure",,0.0,11,sports buyer
772,46-60,F,Mumbai,13,1806,good,0,1,Jul-Aug,Diwali,10-30,0,1,"polo,innerwear,belts",,0.0,13,sports buyer
773,16-24,F,Hyderabad,18,2067,bad,0,1,May-Jun,Diwali,30-50,0,1,"ethnic,innerwear,athleisure",,0.0,84,sports buyer
774,25-34,F,Delhi,14,2369,moderate,0,0,Mar-Apr,Winter,>50,0,1,"shirts,innerwear,belts",,0.0,53,sports buyer
775,35-46,F,Delhi,18,876,moderate,0,1,Nov-Dec,Spring,30-50,0,1,"pants,innerwear,shirts",,0.0,45,sports buyer
776,16-24,M,Delhi,13,1679,bad,1,0,May-Jun,Diwali,30-50,1,1,"shirts,innerwear,polo",shirt and pants,0.0,7,formals buyer
777,16-24,F,Mumbai,11,1007,good,0,1,Nov-Dec,Spring,30-50,0,0,"belts,athleisure,shirts",athleisure and shirt,0.0,9,formals buyer
778,35-46,M,Mumbai,16,1936,bad,1,1,Mar-Apr,Winter,10-30,1,1,"innerwear,polo,belts",,0.0,12,sports buyer
779,35-46,M,Delhi,17,3075,good,1,0,Jul-Aug,Diwali,10-30,0,1,"athleisure,polo,shirts",shirt and polo,0.0,14,formals buyer
780,35-46,F,Mumbai,8,3926,bad,0,1,Nov-Dec,Winter,30-50,1,1,"polo,belts,athleisure",athleisure and shirt,0.0,26,formals buyer
781,35-46,M,Mumbai,19,1058,good,1,0,May-Jun,Winter,10-30,1,0,"belts,polo,innerwear",,0.0,27,sports buyer
782,25-34,F,Hyderabad,20,3758,bad,0,0,Mar-Apr,Winter,30-50,1,1,"ethnic,pants,shirts",,0.0,5,sports buyer
783,25-34,M,Hyderabad,15,3602,good,1,1,Nov-Dec,Winter,<10,1,1,"pants,shirts,innerwear",,0.0,78,sports buyer
784,25-34,F,Hyderabad,9,2807,good,0,1,Jul-Aug,Spring,>50,1,1,"polo,belts,pants",pants and belt,0.0,9,formals buyer
785,16-24,F,Hyderabad,20,920,moderate,0,0,Sep-Oct,New Year,10-30,1,0,"athleisure,ethnic,shirts",ethnic and innerwear,0.0,52,ethnic desi
786,46-60,F,Mumbai,10,2052,good,0,1,Jul-Aug,Diwali,30-50,0,0,"polo,belts,pants",pants and belt,0.0,4,formals buyer
787,25-34,F,Hyderabad,12,803,moderate,0,0,Jul-Aug,Diwali,30-50,1,0,"athleisure,belts,innerwear",,0.0,2,sports buyer
788,25-34,F,Mumbai,20,1441,good,1,0,Sep-Oct,New Year,>50,1,1,"polo,athleisure,belts",athleisure and shirt,0.0,2,formals buyer
789,25-34,M,Hyderabad,1,3610,moderate,0,0,Jul-Aug,New Year,30-50,0,0,"ethnic,innerwear,athleisure",,0.0,7,sports buyer
790,46-60,M,Hyderabad,20,3089,good,0,0,Sep-Oct,Diwali,>50,1,0,"polo,athleisure,shirts",shirt and pants,0.0,9,formals buyer
791,16-24,M,Delhi,9,1801,good,1,0,Sep-Oct,New Year,>50,1,1,"shirts,innerwear,polo",shirt and pants,0.0,52,formals buyer
792,25-34,F,Hyderabad,15,3774,good,0,0,Nov-Dec,Diwali,<10,1,1,"ethnic,belts,athleisure",ethnic and innerwear,0.0,4,ethnic desi
793,25-34,M,Delhi,1,1589,good,0,1,Nov-Dec,Winter,10-30,0,1,"belts,innerwear,polo",shirt and polo,0.0,6,formals buyer
794,35-46,F,Mumbai,12,2655,good,1,1,Sep-Oct,Diwali,10-30,1,0,"belts,pants,ethnic",ethnic and innerwear,0.0,53,ethnic desi
795,16-24,M,Delhi,3,2815,good,0,1,Mar-Apr,Spring,10-30,1,1,"polo,ethnic,pants",,0.0,15,sports buyer
796,46-60,M,Delhi,11,2769,good,1,0,May-Jun,Spring,<10,1,1,"shirts,innerwear,pants",,0.0,53,sports buyer
797,46-60,F,Mumbai,2,2327,good,0,0,Mar-Apr,Diwali,30-50,1,1,"ethnic,pants,belts",shirt and pants,0.0,30,formals buyer
798,25-34,M,Delhi,16,2053,moderate,1,0,Sep-Oct,Winter,>50,1,0,"innerwear,pants,polo",pants and belt,0.0,36,formals buyer
799,35-46,M,Hyderabad,9,3661,bad,0,1,May-Jun,Spring,<10,0,0,"pants,shirts,innerwear",,0.0,99,sports buyer
800,46-60,M,Mumbai,15,1192,good,0,0,Nov-Dec,New Year,10-30,0,0,"shirts,athleisure,belts",pants and belt,0.0,6,formals buyer
801,35-46,F,Hyderabad,12,754,moderate,0,0,May-Jun,Diwali,30-50,1,0,"polo,shirts,pants",2 or more shirts,0.0,1,formals buyer
802,16-24,F,Hyderabad,1,1978,moderate,0,1,Sep-Oct,New Year,30-50,1,0,"polo,shirts,innerwear",,0.0,11,sports buyer
803,25-34,M,Hyderabad,13,2800,good,0,0,Nov-Dec,Diwali,30-50,0,1,"belts,athleisure,innerwear",,0.0,73,sports buyer
804,35-46,M,Hyderabad,14,756,moderate,0,1,May-Jun,New Year,<10,1,1,"shirts,ethnic,innerwear",,0.0,20,sports buyer
805,25-34,M,Delhi,8,2930,good,1,0,May-Jun,Spring,30-50,1,0,"innerwear,athleisure,belts",,0.0,28,sports buyer
806,35-46,F,Hyderabad,8,941,moderate,0,1,Mar-Apr,Winter,<10,1,0,"innerwear,ethnic,athleisure",ethnic and innerwear,0.0,8,ethnic desi
807,46-60,F,Hyderabad,12,2381,good,0,0,May-Jun,Spring,<10,1,0,"ethnic,pants,polo",shirt and pants,0.0,6,formals buyer
808,46-60,M,Mumbai,1,3146,moderate,0,0,Sep-Oct,Diwali,10-30,0,1,"belts,pants,polo",pants and belt,0.0,55,formals buyer
809,25-34,M,Delhi,11,1613,moderate,0,0,Jan-Feb,Diwali,30-50,1,1,"shirts,innerwear,ethnic",,0.0,9,sports buyer
810,16-24,M,Delhi,8,2937,good,0,0,Jan-Feb,New Year,30-50,1,1,"pants,ethnic,athleisure",athleisure and shirt,0.0,18,formals buyer
811,60+,F,Mumbai,10,1081,good,0,0,Jan-Feb,Diwali,>50,1,0,"athleisure,pants,polo",athleisure and shirt,0.0,22,formals buyer
812,46-60,F,Delhi,19,3615,bad,0,0,Sep-Oct,Diwali,>50,0,0,"belts,athleisure,shirts",athleisure and shirt,0.0,0,formals buyer
813,16-24,M,Delhi,11,2235,good,1,0,Jan-Feb,Winter,10-30,1,0,"shirts,belts,ethnic",ethnic and innerwear,0.0,44,ethnic desi
814,46-60,M,Mumbai,7,3145,moderate,0,1,Mar-Apr,Diwali,30-50,1,0,"ethnic,innerwear,shirts",shirt and pants,0.0,30,formals buyer
815,46-60,M,Delhi,11,518,bad,0,0,Sep-Oct,Winter,>50,1,1,"ethnic,belts,polo",,0.0,42,sports buyer
816,25-34,F,Hyderabad,17,1624,moderate,0,1,Nov-Dec,Diwali,30-50,1,1,"belts,pants,shirts",shirt and pants,0.0,40,formals buyer
817,25-34,M,Delhi,1,3154,moderate,0,1,Sep-Oct,Winter,<10,1,1,"ethnic,belts,pants",ethnic and innerwear,0.0,1,ethnic desi
818,25-34,F,Mumbai,8,1880,moderate,1,0,Sep-Oct,Spring,30-50,1,0,"polo,pants,belts",pants and belt,0.0,9,formals buyer
819,16-24,F,Mumbai,6,2065,bad,0,0,May-Jun,Spring,<10,1,1,"shirts,belts,polo",,0.0,19,sports buyer
820,25-34,M,Mumbai,18,2580,good,0,1,May-Jun,Diwali,30-50,1,0,"pants,belts,innerwear",,0.0,67,sports buyer
821,46-60,M,Hyderabad,6,2493,good,1,0,May-Jun,Winter,30-50,0,0,"shirts,polo,belts",2 or more shirts,0.0,4,formals buyer
822,16-24,M,Mumbai,5,3800,good,0,0,Jul-Aug,Winter,>50,1,1,"belts,polo,athleisure",shirt and polo,0.0,22,formals buyer
823,25-34,F,Delhi,13,2047,bad,1,0,Mar-Apr,Spring,30-50,1,1,"shirts,athleisure,pants",shirt and pants,0.0,56,formals buyer
824,25-34,F,Mumbai,19,1361,moderate,1,1,Sep-Oct,Spring,10-30,1,1,"polo,ethnic,pants",ethnic and innerwear,0.0,3,ethnic desi
825,25-34,F,Mumbai,8,654,good,1,0,Sep-Oct,Spring,>50,1,0,"innerwear,pants,ethnic",ethnic and innerwear,0.0,43,ethnic desi
826,46-60,M,Hyderabad,9,3994,bad,0,1,May-Jun,Diwali,30-50,1,1,"ethnic,belts,shirts",pants and belt,0.0,11,formals buyer
827,25-34,M,Delhi,17,1404,good,0,0,Sep-Oct,Spring,10-30,0,1,"shirts,ethnic,innerwear",ethnic and innerwear,0.0,30,ethnic desi
828,25-34,F,Mumbai,3,1769,good,0,1,Nov-Dec,Winter,10-30,0,0,"belts,polo,pants",shirt and pants,0.0,30,formals buyer
829,35-46,F,Delhi,19,904,moderate,0,1,Sep-Oct,New Year,10-30,1,0,"innerwear,shirts,pants",,0.0,17,sports buyer
830,25-34,M,Mumbai,11,1343,good,0,0,Jan-Feb,Diwali,30-50,1,0,"polo,ethnic,shirts",2 or more pants,0.0,16,formals buyer
831,16-24,F,Delhi,17,2282,bad,1,0,Nov-Dec,New Year,30-50,1,0,"polo,belts,innerwear",shirt and pants,0.0,10,formals buyer
832,25-34,F,Delhi,19,2064,good,1,1,Nov-Dec,Spring,<10,1,0,"polo,shirts,ethnic",shirt and polo,0.0,45,formals buyer
833,16-24,F,Mumbai,2,1684,bad,0,1,Sep-Oct,Diwali,<10,1,0,"pants,shirts,belts",pants and belt,0.0,13,formals buyer
834,16-24,F,Mumbai,8,1246,moderate,1,0,Jul-Aug,Diwali,<10,1,1,"pants,ethnic,shirts",ethnic and innerwear,0.0,25,ethnic desi
835,25-34,F,Mumbai,19,2225,good,0,1,May-Jun,Diwali,30-50,0,1,"athleisure,belts,polo",2 or more pants,0.0,6,formals buyer
836,25-34,F,Hyderabad,7,3688,bad,0,0,Mar-Apr,Spring,10-30,1,0,"shirts,pants,polo",2 or more polo,0.0,54,sports buyer
837,46-60,M,Hyderabad,17,770,moderate,0,1,Mar-Apr,Diwali,10-30,1,0,"polo,shirts,belts",shirt and polo,0.0,1,formals buyer
838,25-34,M,Mumbai,6,1269,good,0,1,Jan-Feb,Spring,>50,0,0,"ethnic,shirts,polo",shirt and pants,0.0,58,formals buyer
839,25-34,F,Hyderabad,19,2215,good,1,1,Mar-Apr,New Year,10-30,1,0,"ethnic,belts,pants",pants and belt,0.0,19,formals buyer
840,35-46,M,Mumbai,6,2010,bad,1,0,Mar-Apr,Spring,10-30,1,0,"shirts,belts,polo",pants and belt,0.0,33,formals buyer
841,16-24,M,Mumbai,2,671,good,0,1,May-Jun,Winter,>50,1,1,"innerwear,polo,ethnic",ethnic and innerwear,0.0,52,ethnic desi
842,35-46,M,Hyderabad,6,773,good,0,1,May-Jun,Diwali,>50,1,1,"innerwear,polo,ethnic",,0.0,25,sports buyer
843,16-24,M,Hyderabad,5,2806,good,0,0,Jul-Aug,New Year,10-30,0,1,"pants,polo,belts",pants and belt,0.0,19,formals buyer
844,60+,F,Hyderabad,19,1658,good,1,0,Jan-Feb,Winter,>50,0,0,"shirts,ethnic,belts",shirt and pants,0.0,32,formals buyer
845,16-24,F,Delhi,20,2206,moderate,0,1,Mar-Apr,Diwali,>50,0,1,"ethnic,innerwear,athleisure",,0.0,50,sports buyer
846,25-34,M,Mumbai,4,2271,good,0,0,Jul-Aug,Diwali,30-50,0,1,"athleisure,pants,polo",pants and belt,0.0,0,formals buyer
847,16-24,M,Hyderabad,17,921,good,0,0,Jan-Feb,Winter,>50,1,1,"athleisure,pants,polo",shirt and pants,0.0,19,formals buyer
848,60+,M,Mumbai,11,1944,good,1,1,Nov-Dec,Winter,<10,0,1,"shirts,athleisure,innerwear",,0.0,9,sports buyer
849,25-34,F,Delhi,4,1709,good,0,1,Mar-Apr,Spring,30-50,0,1,"ethnic,shirts,athleisure",,0.0,5,sports buyer
850,25-34,F,Mumbai,13,2911,bad,0,0,Mar-Apr,Diwali,30-50,1,1,"pants,athleisure,innerwear",,0.0,59,sports buyer
851,16-24,M,Delhi,20,2925,good,1,0,May-Jun,New Year,<10,1,0,"athleisure,ethnic,shirts",shirt and polo,0.0,41,formals buyer
852,35-46,F,Mumbai,17,1079,bad,0,0,Sep-Oct,Diwali,30-50,1,1,"innerwear,belts,shirts",pants and belt,0.0,13,formals buyer
853,16-24,F,Mumbai,9,1390,good,0,1,Jan-Feb,Spring,30-50,1,1,"ethnic,athleisure,belts",,0.0,7,sports buyer
854,46-60,F,Hyderabad,4,1221,good,0,1,Mar-Apr,Spring,10-30,1,0,"belts,innerwear,pants",pants and belt,0.0,59,formals buyer
855,16-24,F,Mumbai,14,3767,bad,0,0,Jan-Feb,Winter,30-50,0,0,"ethnic,pants,belts",ethnic and innerwear,0.0,3,ethnic desi
856,16-24,M,Delhi,19,1380,good,1,1,Jul-Aug,Diwali,30-50,0,1,"innerwear,athleisure,belts",athleisure and shirt,0.0,43,formals buyer
857,16-24,F,Mumbai,3,1621,moderate,0,0,Jul-Aug,Spring,10-30,1,1,"ethnic,pants,shirts",pants and belt,0.0,31,formals buyer
858,25-34,M,Mumbai,14,3152,bad,0,0,Sep-Oct,Diwali,10-30,1,0,"polo,ethnic,athleisure",2 or more pants,0.0,18,formals buyer
859,25-34,F,Mumbai,8,2507,good,0,1,Mar-Apr,New Year,10-30,0,1,"pants,polo,ethnic",ethnic and innerwear,0.0,46,ethnic desi
860,16-24,F,Mumbai,1,2569,good,0,0,May-Jun,Spring,<10,1,1,"shirts,pants,innerwear",,0.0,39,sports buyer
861,35-46,F,Hyderabad,10,1973,moderate,0,0,Mar-Apr,Diwali,10-30,1,1,"belts,ethnic,polo",pants and belt,0.0,23,formals buyer
862,25-34,F,Mumbai,18,3743,good,1,0,Jan-Feb,Spring,10-30,0,1,"innerwear,athleisure,pants",pants and belt,0.0,45,formals buyer
863,25-34,M,Hyderabad,16,882,good,0,1,Nov-Dec,Spring,<10,0,0,"polo,belts,athleisure",pants and belt,0.0,12,formals buyer
864,25-34,M,Delhi,8,2681,good,0,1,Jul-Aug,Winter,>50,0,0,"ethnic,athleisure,pants",pants and belt,0.0,8,formals buyer
865,25-34,F,Delhi,1,1949,good,1,0,Jan-Feb,Spring,30-50,1,0,"athleisure,ethnic,innerwear",,0.0,3,sports buyer
866,25-34,F,Delhi,12,3596,moderate,0,1,Sep-Oct,Winter,10-30,1,0,"ethnic,athleisure,innerwear",ethnic and innerwear,0.0,3,ethnic desi
867,16-24,M,Delhi,8,3050,good,0,0,Jul-Aug,Spring,30-50,0,1,"polo,belts,pants",pants and belt,0.0,17,formals buyer
868,16-24,M,Hyderabad,16,3756,good,0,1,May-Jun,Diwali,>50,1,0,"belts,pants,shirts",,0.0,4,sports buyer
869,46-60,M,Mumbai,18,3656,moderate,1,0,Jul-Aug,New Year,30-50,0,1,"innerwear,ethnic,polo",,0.0,35,sports buyer
870,46-60,F,Mumbai,4,2090,good,0,1,Nov-Dec,Spring,30-50,1,1,"athleisure,shirts,ethnic",,0.0,2,sports buyer
871,25-34,F,Hyderabad,6,2286,good,1,0,Mar-Apr,Spring,30-50,1,0,"belts,shirts,ethnic",,0.0,48,sports buyer
872,25-34,M,Hyderabad,12,643,moderate,0,1,Nov-Dec,Spring,10-30,1,0,"innerwear,pants,belts",,0.0,18,sports buyer
873,35-46,M,Hyderabad,9,2386,good,0,0,Nov-Dec,New Year,<10,1,1,"innerwear,polo,athleisure",,0.0,44,sports buyer
874,25-34,F,Delhi,15,2202,moderate,0,1,Mar-Apr,Diwali,10-30,0,0,"polo,athleisure,innerwear",2 or more pants,0.0,6,formals buyer
875,16-24,F,Hyderabad,16,1935,bad,0,0,Jul-Aug,Diwali,10-30,1,1,"athleisure,belts,innerwear",,0.0,3,sports buyer
876,16-24,M,Delhi,12,723,good,0,1,Sep-Oct,Spring,30-50,0,1,"belts,shirts,pants",2 or more shirts,0.0,50,formals buyer
877,35-46,F,Delhi,14,719,moderate,0,0,Mar-Apr,Spring,30-50,0,1,"ethnic,shirts,innerwear",ethnic and innerwear,0.0,50,ethnic desi
878,35-46,M,Mumbai,13,678,good,0,0,Mar-Apr,Spring,30-50,1,0,"belts,innerwear,pants",,0.0,6,sports buyer
879,16-24,M,Delhi,2,2154,good,0,1,May-Jun,New Year,10-30,0,0,"innerwear,shirts,ethnic",,0.0,15,sports buyer
880,16-24,F,Mumbai,3,932,bad,0,0,Jul-Aug,Diwali,>50,1,0,"polo,ethnic,athleisure",athleisure and shirt,0.0,9,formals buyer
881,16-24,F,Mumbai,10,764,bad,0,1,Mar-Apr,Spring,30-50,0,1,"belts,polo,athleisure",shirt and polo,0.0,14,formals buyer
882,35-46,F,Hyderabad,9,1453,good,0,0,Sep-Oct,Spring,10-30,1,1,"pants,polo,belts",pants and belt,0.0,63,formals buyer
883,16-24,F,Mumbai,20,928,moderate,0,0,Jan-Feb,New Year,30-50,1,0,"shirts,belts,pants",shirt and pants,0.0,14,formals buyer
884,16-24,F,Mumbai,8,2963,bad,0,1,Jul-Aug,Spring,<10,1,1,"innerwear,ethnic,shirts",,0.0,36,sports buyer
885,35-46,M,Mumbai,10,3274,bad,1,1,May-Jun,New Year,10-30,1,1,"polo,shirts,belts",2 or more pants,0.0,49,formals buyer
886,16-24,M,Hyderabad,19,2744,moderate,1,1,Nov-Dec,Spring,>50,0,0,"shirts,athleisure,belts",shirt and pants,0.0,2,formals buyer
887,35-46,M,Delhi,3,2077,good,0,0,Mar-Apr,Winter,30-50,1,0,"belts,innerwear,athleisure",,0.0,47,sports buyer
888,16-24,M,Delhi,5,3624,good,0,1,Sep-Oct,Spring,10-30,1,1,"belts,athleisure,pants",,0.0,15,sports buyer
889,16-24,F,Hyderabad,3,979,bad,0,0,Jul-Aug,Spring,30-50,1,1,"shirts,polo,belts",shirt and polo,0.0,53,formals buyer
890,16-24,F,Hyderabad,16,1853,good,0,0,Sep-Oct,New Year,>50,0,1,"innerwear,pants,belts",2 or more polo,0.0,40,sports buyer
891,35-46,M,Mumbai,17,3822,moderate,1,0,Sep-Oct,Spring,30-50,1,0,"belts,innerwear,ethnic",ethnic and innerwear,0.0,5,ethnic desi
892,46-60,M,Delhi,15,1389,good,0,1,Nov-Dec,Spring,<10,1,0,"shirts,ethnic,athleisure",athleisure and shirt,0.0,16,formals buyer
893,46-60,F,Hyderabad,3,1424,good,0,0,May-Jun,Spring,30-50,1,0,"belts,athleisure,polo",,0.0,31,sports buyer
894,25-34,M,Delhi,12,2670,good,0,0,Jul-Aug,Spring,<10,1,1,"pants,polo,belts",,0.0,8,sports buyer
895,35-46,F,Mumbai,9,2402,bad,0,0,Mar-Apr,Diwali,10-30,0,1,"athleisure,polo,shirts",shirt and polo,0.0,13,formals buyer
896,16-24,F,Hyderabad,12,1910,good,1,1,May-Jun,Winter,>50,0,0,"pants,athleisure,shirts",shirt and pants,0.0,18,formals buyer
897,25-34,F,Delhi,15,1862,moderate,1,1,Mar-Apr,Spring,10-30,0,0,"belts,ethnic,pants",ethnic and innerwear,0.0,2,ethnic desi
898,46-60,M,Mumbai,2,1277,good,0,1,Jan-Feb,New Year,30-50,1,0,"shirts,athleisure,innerwear",shirt and pants,0.0,23,formals buyer
899,16-24,M,Delhi,18,2895,good,0,0,Sep-Oct,Spring,30-50,0,1,"pants,belts,ethnic",pants and belt,0.0,43,formals buyer
900,16-24,F,Mumbai,20,528,good,0,1,Jan-Feb,Diwali,10-30,1,0,"ethnic,pants,athleisure",shirt and pants,0.0,15,formals buyer
901,16-24,F,Mumbai,12,3522,moderate,1,0,Sep-Oct,Diwali,10-30,0,0,"pants,innerwear,shirts",,0.0,8,sports buyer
902,16-24,M,Hyderabad,4,534,good,1,1,Nov-Dec,Diwali,>50,1,0,"ethnic,polo,athleisure",ethnic and innerwear,0.0,19,ethnic desi
903,16-24,F,Mumbai,16,1919,good,0,0,May-Jun,Spring,<10,1,0,"ethnic,belts,pants",pants and belt,0.0,46,formals buyer
904,25-34,M,Delhi,16,3170,good,0,0,Mar-Apr,Winter,10-30,1,1,"shirts,pants,innerwear",,0.0,46,sports buyer
905,25-34,F,Delhi,1,3865,good,0,0,Nov-Dec,Spring,<10,1,1,"athleisure,belts,pants",,0.0,32,sports buyer
906,46-60,M,Mumbai,2,1088,bad,1,1,Mar-Apr,Spring,30-50,1,1,"polo,athleisure,shirts",athleisure and shirt,0.0,30,formals buyer
907,46-60,F,Hyderabad,3,3920,bad,0,1,May-Jun,New Year,<10,0,0,"innerwear,pants,athleisure",athleisure and shirt,0.0,7,formals buyer
908,25-34,M,Mumbai,20,3718,good,1,1,Jul-Aug,Diwali,30-50,1,0,"pants,innerwear,athleisure",athleisure and shirt,0.0,41,formals buyer
